Station,Date,Wind Spd (mph),Temp (°F),Daily Max Temp (°F),Max RH (%),Soil Moist (%),Soil Temp (°F)
MUL1296-Woodfords,10/16/24,5.9,53.4,65.8,86,0.6,64.8
BKY4201-Summit,10/16/24,2.3,,,100,6.3,53.9
TPZ1261–Park Ranch,10/16/24,4.9,55.9,69.8,86,4.3,61.9
TPZ1261-Walker,10/16/24,6.1,54.6,70,90,4.3,63.8
Meyers3400-Uplands,10/16/24,5.6,47.2,54.7,95,1.9,56.4
111Line-Columbine Trail,10/16/24,1,45,57.6,98,1.5,51.7
POR31-Iron Horse,10/16/24,0.8,45.8,55.8,98,4.3,58
619Line-Sierra Valley West,10/16/24,3.1,45.4,56.7,98,,58.9
SQV8200-Squaw Valley,10/16/24,3.4,45.8,54.4,97,5.8,59.8
CEM41-Garbage Pit Rd,10/16/24,5.1,49.2,58.6,92,4.4,65
CAL204-Dog Valley,10/16/24,3.9,52.5,60.9,94,6.9,63
TRK7203-Northstar Golf Course,10/16/24,2.3,42.2,58,97,10.6,54.9
Hobart Sub,10/16/24,0.7,42.4,53.8,100,4.3,57.1
SRB51-Smithneck Rd,10/16/24,4.8,50.3,56.8,96,12.7,66.6
TRK7202-Cabin Tree,10/16/24,0.8,44.8,52.9,100,6,58.5
Muller1296-Emigrant Trail,10/16/24,9.1,54.6,67.1,90,4.9,56.6
STL3101 Ledge Ct.,10/16/24,3.2,47.9,55.7,93,4.3,60.2
TAH7300-Homewood,10/16/24,1.6,47,54.5,96,4.7,56.7
7400-Glenshire,10/16/24,1.6,42.6,57.5,98,2.2,57.1
MEY3300-Grass Lake Road,10/16/24,1.2,42.1,59,99,4.8,50.4
WSH201-Floriston,10/16/24,3.6,47.2,57.2,92,5.5,58
Washoe204-Fariad,10/16/24,5.6,49.8,59,96,5.2,58.8
MEY3400-Camp Richardson,10/16/24,3,48.9,57.1,98,3.8,58.3
MEY3500-STPD Office,10/16/24,0.8,43,59.2,98,6.8,61
621Line-I-80 Gravel Pit,10/16/24,2.1,43.2,53.7,96,2.3,61.2
7201-Alpine Meadows,10/16/24,2.2,45.8,52.8,99,8.4,57.1
MUL1296-Markleeville,10/16/24,0.8,47.8,64.8,96,2.7,60.2
TPZ1261-Eastside Lane,10/16/24,9.2,57.3,69.1,76,3.3,66
MEY3300-Tolteca,10/16/24,2.8,47.8,56.8,92,,
TAH-5201 Lake Forest,10/16/24,0.5,44.6,53.7,96,14,51.9
Tahoe-7300 Sugar Pine Point,10/16/24,0.5,46.1,54.4,96,3.7,53.6
SOK-257 Reno Park,10/16/24,7.4,51,59.2,92,6.4,61.8
SMP8700-Firecamp,10/16/24,0.6,42.1,53.4,99,,
TAH5201-Fairway,10/16/24,1.3,44.6,53.1,96,,
TPZ1261 Cunningham,10/16/24,5,52.2,67.9,89,,
MUL1296-Sorensens,10/16/24,1.8,39.4,58.5,97,,
GLS7600-Walden,10/15/24,0.9,57.2,70,61,7.3,55.7
TAH7300-DL Bliss,10/15/24,0.8,56.8,68.5,66,2.2,59.7
MUL1296-Woodfords,10/15/24,5.1,62,76.9,43,0.2,66.1
BKY4201-Summit,10/15/24,1.1,,,100,6.4,55.3
TPZ1261–Park Ranch,10/15/24,3.3,62.6,80.6,68,4.4,64.4
TPZ1261-Walker,10/15/24,4.7,61.3,77.4,55,4.4,65.1
Meyers3400-Uplands,10/15/24,3.9,57.2,69.7,65,1.9,57.8
111Line-Columbine Trail,10/15/24,1.1,52.4,71.5,69,1.5,52
POR31-Iron Horse,10/15/24,1.7,54.1,76,96,4.4,61.5
619Line-Sierra Valley West,10/15/24,3.2,53.9,76.8,89,,58.9
SQV8200-Squaw Valley,10/15/24,1.8,50.1,70.3,91,5.8,63.2
CEM41-Garbage Pit Rd,10/15/24,4.5,56.4,76.5,86,4.5,67.4
CAL204-Dog Valley,10/15/24,3.5,59.7,79.3,62,6.8,63.2
TRK7203-Northstar Golf Course,10/15/24,2.3,48,74.2,97,10.8,57.9
Hobart Sub,10/15/24,1.4,49.5,75.7,98,4.4,59.6
SRB51-Smithneck Rd,10/15/24,4.4,57.4,76.6,73,12.7,67.5
TRK7202-Cabin Tree,10/15/24,1.2,52.5,70.3,75,5.6,60.2
Muller1296-Emigrant Trail,10/15/24,6.5,62.2,79.3,48,0.5,64.6
STL3101 Ledge Ct.,10/15/24,1.6,56.2,68.7,62,2.1,62.9
TAH7300-Homewood,10/15/24,1.2,53.9,70.3,87,4.5,57.1
7400-Glenshire,10/15/24,2.1,49.2,73.3,94,1.7,58
MEY3300-Grass Lake Road,10/15/24,0.8,50.4,71.2,72,4.8,53.9
WSH201-Floriston,10/15/24,3.7,55.1,76.6,78,5,64.3
Washoe204-Fariad,10/15/24,7.6,58.3,77.6,76,5.2,59.4
MEY3400-Camp Richardson,10/15/24,1.8,53,70.6,70,3.4,58.6
MEY3500-STPD Office,10/15/24,0.9,48.6,71.5,81,6.8,64.2
621Line-I-80 Gravel Pit,10/15/24,1.8,49.9,75.3,93,2.3,63.8
7201-Alpine Meadows,10/15/24,1,51.2,70.8,81,5.8,60.2
MUL1296-Markleeville,10/15/24,0.5,54.4,79,77,2.7,62.7
TPZ1261-Eastside Lane,10/15/24,8,64.2,77.7,36,3.4,70.3
MEY3300-Tolteca,10/15/24,1.8,55.4,70,65,,
TAH-5201 Lake Forest,10/15/24,0.8,52.8,71.2,80,9,52.9
Tahoe-7300 Sugar Pine Point,10/15/24,1.1,53.3,70.7,73,3.5,58.4
SOK-257 Reno Park,10/15/24,6,61,76.9,62,6.2,63.4
SMP8700-Firecamp,10/15/24,0.8,49.8,76.2,91,,
TAH5201-Fairway,10/15/24,1.3,51.4,69.9,90,,
TPZ1261 Cunningham,10/15/24,2.8,57.7,78.4,75,,
MUL1296-Sorensens,10/15/24,2.3,47.4,71.6,74,,
GLS7600-Walden,10/14/24,0.4,55.4,71.3,72,7.4,55.3
TAH7300-DL Bliss,10/14/24,0.5,56.7,64.3,67,2.2,59.6
MUL1296-Woodfords,10/14/24,1.8,58,73.4,57,0.2,66.2
BKY4201-Summit,10/14/24,1,,,100,6.4,55.2
TPZ1261–Park Ranch,10/14/24,4.7,60.8,76,74,4.4,64.4
TPZ1261-Walker,10/14/24,4.6,58.3,72.8,68,4.4,65.2
Meyers3400-Uplands,10/14/24,1.9,56.5,65.7,54,1.9,57.7
111Line-Columbine Trail,10/14/24,0.4,50.9,68.8,71,1.5,52
POR31-Iron Horse,10/14/24,1.1,54,77.6,96,4.4,61.9
619Line-Sierra Valley West,10/14/24,1.5,52.4,76.4,93,,58.9
SQV8200-Squaw Valley,10/14/24,1.6,50.2,72.1,93,5.8,63.2
CEM41-Garbage Pit Rd,10/14/24,3.1,56.1,77.2,78,4.5,67.1
CAL204-Dog Valley,10/14/24,2,55.7,76,73,6.9,63.3
TRK7203-Northstar Golf Course,10/14/24,1.8,48.1,75.2,97,10.8,57.7
Hobart Sub,10/14/24,0.6,49,75.3,98,4.4,59.7
SRB51-Smithneck Rd,10/14/24,5,56.8,75.7,70,12.7,67.5
TRK7202-Cabin Tree,10/14/24,1,52.1,72.6,88,5.6,60.1
Muller1296-Emigrant Trail,10/14/24,6.7,58,73.4,61,0.5,63.2
STL3101 Ledge Ct.,10/14/24,0.5,54.6,63.9,54,2.1,62.8
TAH7300-Homewood,10/14/24,0.1,52.7,68.3,86,4.6,57.4
7400-Glenshire,10/14/24,1.2,48.8,74.2,95,1.7,58
MEY3300-Grass Lake Road,10/14/24,1.5,49.7,69.4,82,4.8,53.7
WSH201-Floriston,10/14/24,2.6,53.2,74.8,84,5.1,64.2
Washoe204-Fariad,10/14/24,4.7,54.6,74.1,83,5.3,59.4
MEY3400-Camp Richardson,10/14/24,1.4,50.2,68,79,3.4,59.1
MEY3500-STPD Office,10/14/24,0.6,46.7,69,88,6.9,64.3
621Line-I-80 Gravel Pit,10/14/24,0.8,49.7,75.7,95,2.3,63.6
7201-Alpine Meadows,10/14/24,1.1,50.9,72.1,87,5.8,59.9
MUL1296-Markleeville,10/14/24,0,50.2,74.6,84,2.7,62.2
TPZ1261-Eastside Lane,10/14/24,8.8,60,72.7,47,3.5,69.2
MEY3300-Tolteca,10/14/24,1,54.4,69.3,65,,
TAH-5201 Lake Forest,10/14/24,1,52.2,69.4,75,9.1,52.7
Tahoe-7300 Sugar Pine Point,10/14/24,0.8,53.2,67.1,77,3.5,58.5
SOK-257 Reno Park,10/14/24,5.6,58.7,74.9,58,6.2,63.2
SMP8700-Firecamp,10/14/24,0.5,49.6,75.6,92,,
TAH5201-Fairway,10/14/24,0.6,51.3,68.4,89,,
TPZ1261 Cunningham,10/14/24,3.4,56,73.8,79,,
MUL1296-Sorensens,10/14/24,1.7,44.4,67.5,85,,
GLS7600-Walden,10/13/24,0.3,51.3,66.6,71,7.4,55.5
TAH7300-DL Bliss,10/13/24,0.5,53.6,60.4,54,2.2,59.6
MUL1296-Woodfords,10/13/24,2.2,55,68.7,50,0.2,67.2
BKY4201-Summit,10/13/24,1,,,100,6.4,55.6
TPZ1261–Park Ranch,10/13/24,5,58.2,71.8,62,4.4,64.8
TPZ1261-Walker,10/13/24,4.3,55.4,68.2,67,4.4,65.8
Meyers3400-Uplands,10/13/24,2.5,53.5,61.3,60,1.9,58
111Line-Columbine Trail,10/13/24,0.5,49.4,65.7,61,1.5,52.4
POR31-Iron Horse,10/13/24,1,53.4,71.8,92,4.5,63
619Line-Sierra Valley West,10/13/24,2.2,51.4,71.6,86,,58.9
SQV8200-Squaw Valley,10/13/24,1.3,47.4,68.5,89,5.8,63
CEM41-Garbage Pit Rd,10/13/24,3.4,53.9,71.2,76,4.5,66.9
CAL204-Dog Valley,10/13/24,2,52.8,70.5,74,6.9,64.3
TRK7203-Northstar Golf Course,10/13/24,1.6,45.7,70,92,10.8,57.3
Hobart Sub,10/13/24,0.7,46.4,70,99,4.4,59.7
SRB51-Smithneck Rd,10/13/24,5,54,70.4,71,12.7,67.7
TRK7202-Cabin Tree,10/13/24,1.2,49.1,68.6,83,5.6,60.4
Muller1296-Emigrant Trail,10/13/24,6.2,55,69,55,0.5,62.1
STL3101 Ledge Ct.,10/13/24,0.6,52.5,62.2,52,2.2,63
TAH7300-Homewood,10/13/24,0.2,50,62.9,75,4.6,58.1
7400-Glenshire,10/13/24,1.3,46.1,68.7,87,1.7,58.4
MEY3300-Grass Lake Road,10/13/24,1.1,47.4,65.1,73,4.8,53.8
WSH201-Floriston,10/13/24,2.5,50.1,69.4,78,5.1,64
Washoe204-Fariad,10/13/24,4.2,51.3,68.4,78,5.3,60.4
MEY3400-Camp Richardson,10/13/24,1.6,49.3,65,75,3.4,59.9
MEY3500-STPD Office,10/13/24,0.7,45.5,65.9,75,6.9,64.4
621Line-I-80 Gravel Pit,10/13/24,1.5,47.1,69.8,88,2.3,63.5
7201-Alpine Meadows,10/13/24,1.1,47.8,67.2,83,5.9,59.9
MUL1296-Markleeville,10/13/24,0,48.5,69.4,79,2.7,62.8
TPZ1261-Eastside Lane,10/13/24,9.5,55.8,68.2,43,3.5,68.6
MEY3300-Tolteca,10/13/24,1.1,51.9,64.8,66,,
TAH-5201 Lake Forest,10/13/24,1.1,49.4,64.9,74,9.2,53.1
Tahoe-7300 Sugar Pine Point,10/13/24,0.8,50.6,63.3,73,3.5,58.4
SOK-257 Reno Park,10/13/24,6.4,54.3,69.5,76,6.3,64
SMP8700-Firecamp,10/13/24,0.5,46.9,69.5,86,,
TAH5201-Fairway,10/13/24,0.7,48.3,62.9,80,,
TPZ1261 Cunningham,10/13/24,4.1,54.4,69.7,67,,
MUL1296-Sorensens,10/13/24,1.3,42.3,62.9,74,,
GLS7600-Walden,10/12/24,2.3,54,63.1,58,7.5,58.2
TAH7300-DL Bliss,10/12/24,1.8,55,61.3,56,2.3,61.3
MUL1296-Woodfords,10/12/24,5.2,61.8,70.5,44,0.3,68.7
BKY4201-Summit,10/12/24,2.9,,,100,6.4,57.3
TPZ1261–Park Ranch,10/12/24,3.9,62.3,78,61,4.5,66.2
TPZ1261-Walker,10/12/24,5.9,61.1,75.7,39,4.4,66.9
Meyers3400-Uplands,10/12/24,7.4,54,63.4,57,1.9,59.2
111Line-Columbine Trail,10/12/24,2.1,51.3,64.1,63,1.5,53.5
POR31-Iron Horse,10/12/24,1.7,52.5,69,74,4.4,61.8
619Line-Sierra Valley West,10/12/24,5.6,54.6,70.9,73,,58.9
SQV8200-Squaw Valley,10/12/24,3.6,52.8,62.7,78,5.8,64.1
CEM41-Garbage Pit Rd,10/12/24,8.1,58,70.6,61,4.5,67.7
CAL204-Dog Valley,10/12/24,4.1,60.4,72,64,7,65.8
TRK7203-Northstar Golf Course,10/12/24,5.3,50.3,66.3,87,10.9,58.8
Hobart Sub,10/12/24,2.2,50.6,66.9,87,4.4,61.1
SRB51-Smithneck Rd,10/12/24,6,57.2,70.3,65,12.8,68.4
TRK7202-Cabin Tree,10/12/24,2.4,52,63.3,70,5.7,62
Muller1296-Emigrant Trail,10/12/24,9.4,62.7,74.4,51,0.5,66
STL3101 Ledge Ct.,10/12/24,2.4,54.4,64.6,52,2.2,64.6
TAH7300-Homewood,10/12/24,2.3,54.4,62.9,69,4.6,59.1
7400-Glenshire,10/12/24,2.9,51.6,66,80,1.7,59.9
MEY3300-Grass Lake Road,10/12/24,1.5,48.8,64.2,77,4.8,55
WSH201-Floriston,10/12/24,5,54.4,69.5,71,5.2,66.3
Washoe204-Fariad,10/12/24,6.6,58.3,69.8,70,5.4,62.4
MEY3400-Camp Richardson,10/12/24,3.9,56.3,65,58,3.5,61
MEY3500-STPD Office,10/12/24,1.5,49.7,66.3,77,6.9,65.4
621Line-I-80 Gravel Pit,10/12/24,3.8,50,67.5,84,2.3,64.9
7201-Alpine Meadows,10/12/24,2.6,53.3,62.8,71,5.9,61.8
MUL1296-Markleeville,10/12/24,0.8,57.4,71.2,68,2.8,65
TPZ1261-Eastside Lane,10/12/24,6.9,64.1,75.8,29,3.6,71
MEY3300-Tolteca,10/12/24,3.9,55.6,63,59,,
TAH-5201 Lake Forest,10/12/24,1.7,53.4,63.8,66,9.3,54.7
Tahoe-7300 Sugar Pine Point,10/12/24,1.1,53.6,65.5,69,3.6,60.2
SOK-257 Reno Park,10/12/24,9.8,59,70.9,60,6.4,66
SMP8700-Firecamp,10/12/24,1.5,50,67.2,82,,
TAH5201-Fairway,10/12/24,3.2,53.1,63.1,66,,
TPZ1261 Cunningham,10/12/24,3.8,58.2,76.6,59,,
MUL1296-Sorensens,10/12/24,1.7,47.1,64.2,72,,
GLS7600-Walden,10/11/24,1.3,58.6,69.1,42,7.6,58.4
TAH7300-DL Bliss,10/11/24,1.2,57.4,66.9,59,2.3,62.6
MUL1296-Woodfords,10/11/24,5.3,63.6,76.1,30,0.3,68.9
BKY4201-Summit,10/11/24,1.8,,,100,6.4,57.7
TPZ1261–Park Ranch,10/11/24,3.4,64.7,81.9,70,4.5,66.4
TPZ1261-Walker,10/11/24,5.2,63.4,77.6,37,4.4,67
Meyers3400-Uplands,10/11/24,5.2,57.9,68.1,60,1.9,59.9
111Line-Columbine Trail,10/11/24,1.4,53.6,70.8,54,1.5,53.9
POR31-Iron Horse,10/11/24,1.5,54.1,75.7,64,4.5,62.7
619Line-Sierra Valley West,10/11/24,3.6,54.3,76.6,72,,58.9
SQV8200-Squaw Valley,10/11/24,3,52.4,68.5,73,5.8,63.8
CEM41-Garbage Pit Rd,10/11/24,4.3,57.6,77.2,54,4.5,68.1
CAL204-Dog Valley,10/11/24,3.5,60.9,78.3,51,6.9,65.3
TRK7203-Northstar Golf Course,10/11/24,3.4,49.9,72.3,87,10.9,59.1
Hobart Sub,10/11/24,1.5,51,73.4,88,4.4,61.3
SRB51-Smithneck Rd,10/11/24,3.8,58.7,76.6,49,12.8,68.9
TRK7202-Cabin Tree,10/11/24,1.9,54.8,69.4,51,5.7,62.2
Muller1296-Emigrant Trail,10/11/24,7,63.3,78.8,46,0.5,66
STL3101 Ledge Ct.,10/11/24,1.5,56.5,69.8,45,2.3,65.6
TAH7300-Homewood,10/11/24,1.1,54.2,69.1,67,4.6,59.2
7400-Glenshire,10/11/24,2.2,50.6,72.2,74,1.7,60
MEY3300-Grass Lake Road,10/11/24,0.8,51.6,71.8,66,4.8,55.6
WSH201-Floriston,10/11/24,3.6,56.3,76,65,5.3,67
Washoe204-Fariad,10/11/24,6.5,59.2,77.2,63,5.4,62.5
MEY3400-Camp Richardson,10/11/24,2.4,54.7,70.6,77,3.6,61.2
MEY3500-STPD Office,10/11/24,1.1,49.9,71.6,69,7,65.6
621Line-I-80 Gravel Pit,10/11/24,2.3,50.9,74.2,83,2.3,65.5
7201-Alpine Meadows,10/11/24,1.2,53,69,62,6,61.6
MUL1296-Markleeville,10/11/24,0.7,55.9,76.7,66,2.8,64.3
TPZ1261-Eastside Lane,10/11/24,10.5,65.6,77.9,28,3.7,72
MEY3300-Tolteca,10/11/24,2.5,56.4,68.9,48,,
TAH-5201 Lake Forest,10/11/24,1.1,54.8,69.7,66,9.4,55
Tahoe-7300 Sugar Pine Point,10/11/24,1,55,70.6,67,3.6,60.4
SOK-257 Reno Park,10/11/24,5.4,62.4,77.4,41,6.4,66
SMP8700-Firecamp,10/11/24,0.9,50.7,74.8,78,,
TAH5201-Fairway,10/11/24,2.1,54.4,69.2,75,,
TPZ1261 Cunningham,10/11/24,3.4,61.1,79.4,65,,
MUL1296-Sorensens,10/11/24,2,48,69.6,60,,
GLS7600-Walden,10/10/24,1,61,71.3,34,7.7,59.6
TAH7300-DL Bliss,10/10/24,1.3,60.4,68.6,58,2.3,63.7
MUL1296-Woodfords,10/10/24,4.8,66.4,76.3,28,0.3,69.8
BKY4201-Summit,10/10/24,1.5,,,100,6.5,58.4
TPZ1261–Park Ranch,10/10/24,2.8,65.6,83.1,71,4.5,67.5
TPZ1261-Walker,10/10/24,6.1,65.8,78.7,42,4.4,67.6
Meyers3400-Uplands,10/10/24,5,61.3,70.1,41,1.9,60.7
111Line-Columbine Trail,10/10/24,1.4,57.6,71.2,38,1.5,54.9
POR31-Iron Horse,10/10/24,1.8,57.1,76.6,57,4.5,64.2
619Line-Sierra Valley West,10/10/24,4.5,57.7,77.8,61,,58.9
SQV8200-Squaw Valley,10/10/24,3.4,53.9,70.5,65,5.8,64.8
CEM41-Garbage Pit Rd,10/10/24,4.5,60.6,77.7,47,4.5,69.1
CAL204-Dog Valley,10/10/24,3.3,64.1,79.3,43,7,65.8
TRK7203-Northstar Golf Course,10/10/24,3.3,52.1,74.4,67,11,59.9
Hobart Sub,10/10/24,1.4,52.8,75.1,76,4.4,62.2
SRB51-Smithneck Rd,10/10/24,5.1,61.5,77.1,39,12.9,69.5
TRK7202-Cabin Tree,10/10/24,2.1,57.9,70.4,48,5.7,63.1
Muller1296-Emigrant Trail,10/10/24,6.9,65.8,78.7,38,0.5,68.7
STL3101 Ledge Ct.,10/10/24,2.3,61.6,71.6,29,2.3,67
TAH7300-Homewood,10/10/24,1.5,57.8,71,56,4.6,59.9
7400-Glenshire,10/10/24,2.2,52.6,73.9,57,1.7,60.7
MEY3300-Grass Lake Road,10/10/24,1.1,53.6,71.3,63,4.8,56.2
WSH201-Floriston,10/10/24,3,58.2,77.1,54,5.3,68.1
Washoe204-Fariad,10/10/24,6.1,61.7,77.7,50,5.4,63.2
MEY3400-Camp Richardson,10/10/24,2.4,59.6,72.1,65,3.6,61.8
MEY3500-STPD Office,10/10/24,1.1,52.8,72.2,61,7,66.6
621Line-I-80 Gravel Pit,10/10/24,2.2,52.8,75.1,72,2.4,66.2
7201-Alpine Meadows,10/10/24,1.8,55.4,70.8,62,6,62.5
MUL1296-Markleeville,10/10/24,0.2,56.5,76.8,62,2.8,65.5
TPZ1261-Eastside Lane,10/10/24,7.5,68.3,78.9,31,3.7,73.4
MEY3300-Tolteca,10/10/24,2.7,61.3,69.7,41,,
TAH-5201 Lake Forest,10/10/24,0.9,57.2,71.5,42,9.5,55.4
Tahoe-7300 Sugar Pine Point,10/10/24,1,57.8,71.4,64,3.6,61.4
SOK-257 Reno Park,10/10/24,6.3,65.1,79.1,37,6.4,66.9
SMP8700-Firecamp,10/10/24,1,52.8,75.5,66,,
TAH5201-Fairway,10/10/24,2,56.5,70.6,49,,
TPZ1261 Cunningham,10/10/24,4,61.8,80.5,67,,
MUL1296-Sorensens,10/10/24,1.9,49.6,70.7,58,,
GLS7600-Walden,10/9/24,1.6,62.7,72.6,31,7.8,60.1
TAH7300-DL Bliss,10/9/24,1.4,60.7,70.8,64,2.4,64.4
MUL1296-Woodfords,10/9/24,6.6,66.9,79.4,33,0.3,69.4
BKY4201-Summit,10/9/24,2.1,,,100,6.5,58.6
TPZ1261–Park Ranch,10/9/24,4.1,67.6,86,64,4.5,67.8
TPZ1261-Walker,10/9/24,6.3,66.5,81.4,40,4.4,67.5
Meyers3400-Uplands,10/9/24,5.7,62,72.1,42,1.9,60.9
111Line-Columbine Trail,10/9/24,1.3,56.8,73.9,46,1.5,55.3
POR31-Iron Horse,10/9/24,1.7,57.2,78.1,66,4.5,64
619Line-Sierra Valley West,10/9/24,3.9,56.8,79.5,73,,58.9
SQV8200-Squaw Valley,10/9/24,2.8,54.2,72.5,70,5.8,65.4
CEM41-Garbage Pit Rd,10/9/24,5,60.9,80.6,55,4.5,69.4
CAL204-Dog Valley,10/9/24,3.3,63.3,82,58,6.9,65.2
TRK7203-Northstar Golf Course,10/9/24,3.7,51.4,75.7,87,11,60.3
Hobart Sub,10/9/24,1.6,52.3,77.2,84,4.5,62.8
SRB51-Smithneck Rd,10/9/24,5.6,62.5,79.6,50,12.9,69.7
TRK7202-Cabin Tree,10/9/24,2.2,57.3,72.7,57,5.7,63.5
Muller1296-Emigrant Trail,10/9/24,7.2,66.6,82.4,45,0.5,69.1
STL3101 Ledge Ct.,10/9/24,2.3,61.5,73.6,45,2.3,67.2
TAH7300-Homewood,10/9/24,1.3,57.4,73.3,70,4.6,60.3
7400-Glenshire,10/9/24,2.1,52.5,76.2,78,1.7,61.2
MEY3300-Grass Lake Road,10/9/24,1.3,54.6,73.9,60,4.8,56.6
WSH201-Floriston,10/9/24,3.8,58.7,79.2,64,5.4,68.1
Washoe204-Fariad,10/9/24,6.2,62,79.8,60,5.5,63.2
MEY3400-Camp Richardson,10/9/24,2.5,57.3,74.4,69,3.7,61.8
MEY3500-STPD Office,10/9/24,1,52.4,75.1,72,7.1,67.3
621Line-I-80 Gravel Pit,10/9/24,2.2,52.5,77.1,83,2.4,67.1
7201-Alpine Meadows,10/9/24,1.5,55.4,73.1,61,6.1,62.6
MUL1296-Markleeville,10/9/24,0.5,58,79.7,68,2.8,65.8
TPZ1261-Eastside Lane,10/9/24,10.2,69,81.7,30,3.8,72.8
MEY3300-Tolteca,10/9/24,2.3,60.5,72.9,44,,
TAH-5201 Lake Forest,10/9/24,0.8,56.1,73.6,67,9.6,55.7
Tahoe-7300 Sugar Pine Point,10/9/24,1,57.2,75,59,3.7,61.6
SOK-257 Reno Park,10/9/24,8.2,65.8,81,41,6.5,66.8
SMP8700-Firecamp,10/9/24,1.1,52.6,77.2,82,,
TAH5201-Fairway,10/9/24,1.5,55.6,72.6,74,,
TPZ1261 Cunningham,10/9/24,4,62.6,82.8,65,,
MUL1296-Sorensens,10/9/24,2.3,50.4,73.3,65,,
GLS7600-Walden,10/8/24,0.9,62.4,74.2,46,7.9,60.8
TAH7300-DL Bliss,10/8/24,1.3,61.6,70.5,64,2.4,65.5
MUL1296-Woodfords,10/8/24,4.9,66.6,79.4,39,0.3,69.2
BKY4201-Summit,10/8/24,1.7,,,100,6.5,59.4
TPZ1261–Park Ranch,10/8/24,3.3,67.5,84.1,77,4.5,68.2
TPZ1261-Walker,10/8/24,3.9,65.5,80.7,53,4.4,67.5
Meyers3400-Uplands,10/8/24,3.4,61.8,73.8,66,2,61.3
111Line-Columbine Trail,10/8/24,0.6,57.5,75.9,59,1.5,55.9
POR31-Iron Horse,10/8/24,1.6,58.4,80.7,73,4.6,65.6
619Line-Sierra Valley West,10/8/24,4,58.4,81.4,78,,58.9
SQV8200-Squaw Valley,10/8/24,2.2,55.8,75.4,75,5.8,66.2
CEM41-Garbage Pit Rd,10/8/24,5.1,61.2,81.3,71,4.5,69.3
CAL204-Dog Valley,10/8/24,3.1,63.8,82.7,64,7,65.3
TRK7203-Northstar Golf Course,10/8/24,2.8,54.1,78.1,84,11.1,61.4
Hobart Sub,10/8/24,1.4,55,78.8,86,4.5,64.1
SRB51-Smithneck Rd,10/8/24,5.1,62.1,80.6,62,13,69.8
TRK7202-Cabin Tree,10/8/24,1.8,58.8,75.2,56,5.7,64.2
Muller1296-Emigrant Trail,10/8/24,6.1,66.1,79.4,49,0.6,70.4
STL3101 Ledge Ct.,10/8/24,0.7,60.7,71.2,63,2.4,67.9
TAH7300-Homewood,10/8/24,0.8,57.9,74.9,68,4.6,61
7400-Glenshire,10/8/24,2,55,77.5,76,1.8,62.1
MEY3300-Grass Lake Road,10/8/24,0.8,55.2,75.5,74,4.9,57
WSH201-Floriston,10/8/24,3,60.3,80.7,64,5.5,69.4
Washoe204-Fariad,10/8/24,6.2,63,81,62,5.5,63.5
MEY3400-Camp Richardson,10/8/24,2,56.7,74.8,73,3.8,62.4
MEY3500-STPD Office,10/8/24,0.8,52.9,74.3,75,7.1,67.9
621Line-I-80 Gravel Pit,10/8/24,1.7,55.8,78.7,80,2.4,68
7201-Alpine Meadows,10/8/24,1.3,56.9,76,69,6.1,63.2
MUL1296-Markleeville,10/8/24,0,57.6,81.6,77,2.8,65.9
TPZ1261-Eastside Lane,10/8/24,7.7,67.3,80,38,3.9,72.2
MEY3300-Tolteca,10/8/24,1.4,59.8,74,55,,
TAH-5201 Lake Forest,10/8/24,0.7,57.5,74.5,72,9.7,56.6
Tahoe-7300 Sugar Pine Point,10/8/24,0.9,58.1,74.9,68,3.7,62.3
SOK-257 Reno Park,10/8/24,5.2,65.1,80.6,54,6.5,66.9
SMP8700-Firecamp,10/8/24,0.8,55.6,80.2,76,,
TAH5201-Fairway,10/8/24,1.3,56.7,73.9,82,,
TPZ1261 Cunningham,10/8/24,2.8,61.8,82.1,69,,
MUL1296-Sorensens,10/8/24,2.3,51.7,74,72,,
GLS7600-Walden,10/7/24,0.8,62.1,73.8,42,8,61.2
TAH7300-DL Bliss,10/7/24,1.1,62.7,71.8,69,2.4,66.1
MUL1296-Woodfords,10/7/24,2.2,66.3,79.8,43,0.3,69.1
BKY4201-Summit,10/7/24,0.9,,,100,6.5,60
TPZ1261–Park Ranch,10/7/24,4.2,68.1,85,74,4.5,67.6
TPZ1261-Walker,10/7/24,5.3,66.1,81.6,55,4.4,68
Meyers3400-Uplands,10/7/24,3.1,63.5,73.4,57,2,61.8
111Line-Columbine Trail,10/7/24,0.7,59.4,75.5,59,1.5,56.4
POR31-Iron Horse,10/7/24,0.8,60.2,79.6,61,4.6,66.4
619Line-Sierra Valley West,10/7/24,2.9,59.4,81.8,62,,58.9
SQV8200-Squaw Valley,10/7/24,1.8,56.3,75.2,75,5.8,66.3
CEM41-Garbage Pit Rd,10/7/24,3.6,61.1,79.9,56,4.6,70
CAL204-Dog Valley,10/7/24,2.5,59.8,80.3,88,7,67.9
TRK7203-Northstar Golf Course,10/7/24,2.5,54,78.6,84,11.2,61.8
Hobart Sub,10/7/24,1,55.2,80,78,4.5,64.3
SRB51-Smithneck Rd,10/7/24,4.5,62.1,78.4,49,13,70.7
TRK7202-Cabin Tree,10/7/24,1.3,58.6,75.6,58,5.8,64.7
Muller1296-Emigrant Trail,10/7/24,5.8,66.3,82.5,52,0.6,70.4
STL3101 Ledge Ct.,10/7/24,0.6,62.4,73.7,53,2.4,68.3
